,column_name,column_label
746,WB154Q07HA,"In the past six months, how often have you had the following: Difficulties in getting to sleep"
747,WB154Q08HA,"In the past six months, how often have you had the following: Feeling dizzy"
748,WB154Q09HA,"In the past six months, how often have you had the following: Feeling anxious"
749,WB155Q01HA,How satisfied are you with each of the following: Your health
750,WB155Q02HA,How satisfied are you with each of the following: The way that you look
751,WB155Q03HA,How satisfied are you with each of the following: What you learn at school
752,WB155Q04HA,How satisfied are you with each of the following: The friends you have
753,WB155Q05HA,How satisfied are you with each of the following: The neighbourhood you live in
754,WB155Q06HA,How satisfied are you with each of the following: All the things you have
755,WB155Q07HA,How satisfied are you with each of the following: How you use your time
756,WB155Q08HA,How satisfied are you with each of the following: Your relationship with your parents/guardians
757,WB155Q09HA,How satisfied are you with each of the following: Your relationship with your teachers
758,WB155Q10HA,How satisfied are you with each of the following: Your life at school
759,WB156Q01HA,"At present, how many close friends do you have?"
760,WB158Q01HA,How many days a week do you usually spend time with your friends right after school?
761,WB160Q01HA,"How often do you talk to your friends on the phone, send them text messages or have contact through social media?"
762,WB161Q01HA,Are your friends well accepted by your parents or guardians?
763,WB162Q01HA,How easy is it for you to talk to the following people about things that really bother you: Your father
764,WB162Q02HA,How easy is it for you to talk to the following people about things that really bother you: Your mother's partner
765,WB162Q03HA,How easy is it for you to talk to the following people about things that really bother you: Your mother
766,WB162Q04HA,How easy is it for you to talk to the following people about things that really bother you: Your father's partner
767,WB162Q05HA,How easy is it for you to talk to the following people about things that really bother you: Your brother(s)
768,WB162Q06HA,How easy is it for you to talk to the following people about things that really bother you: Your sister(s)
769,WB162Q07HA,How easy is it for you to talk to the following people about things that really bother you: Your close friend(s)
770,WB162Q08HA,How easy is it for you to talk to the following people about things that really bother you: Your teachers
771,WB162Q09HA,How easy is it for you to talk to the following people about things that really bother you: Other family members
772,WB163Q01HA,"Thinking about your parents or guardians, how often do they: Help me as much as I need"
773,WB163Q02HA,"Thinking about your parents or guardians, how often do they: Let me do the things I like doing"
774,WB163Q03HA,"Thinking about your parents or guardians, how often do they: Show that they care"
775,WB163Q04HA,"Thinking about your parents or guardians, how often do they: Try to understand my problems and worries"
776,WB163Q05HA,"Thinking about your parents or guardians, how often do they: Encourage me to make my own decisions"
777,WB163Q06HA,"Thinking about your parents or guardians, how often do they: Try to control everything I do"
778,WB163Q07HA,"Thinking about your parents or guardians, how often do they: Treat me like a baby"
779,WB163Q08HA,"Thinking about your parents or guardians, how often do they: Make me feel better when I am upset"
780,WB164Q01HA,How often do you worry about how much money your family has?
781,WB165Q01HA,When was the last time you attended a mathematics class at school?
782,WB166Q01HA,How did you feel the last time you attended a mathematics class at school: Bored
783,WB166Q02HA,How did you feel the last time you attended a mathematics class at school: Challenged
784,WB166Q03HA,How did you feel the last time you attended a mathematics class at school: Nervous or tense
785,WB166Q04HA,How did you feel the last time you attended a mathematics class at school: Motivated or inspired
786,WB167Q01HA,When was the last time you attended a [test language lesson] at school?
787,WB168Q01HA,How did you feel the last time you attended a [test language lesson] at school: Bored
788,WB168Q02HA,How did you feel the last time you attended a [test language lesson] at school: Challenged
789,WB168Q03HA,How did you feel the last time you attended a [test language lesson] at school: Nervous or tense
790,WB168Q04HA,How did you feel the last time you attended a [test language lesson] at school: Motivated or inspired
791,WB171Q01HA,Now think of the last time you had a break between classes at school: How did you feel: Happy
792,WB171Q02HA,Now think of the last time you had a break between classes at school: How did you feel: Lonely
793,WB171Q03HA,Now think of the last time you had a break between classes at school: How did you feel: Nervous or tense
794,WB171Q04HA,Now think of the last time you had a break between classes at school: How did you feel: Full of energy
795,WB172Q01HA,When was the last time you spent time outside your home with your friends?
796,WB173Q01HA,How did you feel the last time you spent time outside your home with your friends: Bored
797,WB173Q02HA,How did you feel the last time you spent time outside your home with your friends: Happy
798,WB173Q03HA,How did you feel the last time you spent time outside your home with your friends: Nervous or tense
799,WB173Q04HA,How did you feel the last time you spent time outside your home with your friends: Full of energy
800,WB176Q01HA,When was the very last time you did your homework/studied for school?
801,WB177Q01HA,How did you feel the last time you did your homework/studied for school: Bored
802,WB177Q02HA,How did you feel the last time you did your homework/studied for school: Challenged
803,WB177Q03HA,How did you feel the last time you did your homework/studied for school: Nervous or tense
804,WB177Q04HA,How did you feel the last time you did your homework/studied for school: Motivated or inspired
805,WB032Q01NA,"How often: Moderate physical activities for a total of at least 60 minutes per day (e.g., walking, climbing stairs, riding a bike to school, [country-specific])"
806,WB032Q02NA,"How often: Vigorous physical activities for at least 20 minutes per day that made you sweat and breathe hard (e.g. running, cycling, aerobics, soccer, skating, [country-specific])"
807,WB031Q01NA,"This school year, on average, on how many days do you attend physical education classes each week?"
808,WB178Q01HA,"The following questions refer to your day yesterday. Overall, did you feel that you accomplished something yesterday?"
809,WB178Q02HA,The following questions refer to your day yesterday. Were you treated with respect all day yesterday?
810,WB178Q03HA,The following questions refer to your day yesterday. Did you smile or laugh a lot yesterday?
811,WB178Q04HA,The following questions refer to your day yesterday. Did you learn or do something interesting yesterday?
812,WB178Q05HA,The following questions refer to your day yesterday. Did you have enough energy to get things done yesterday?
813,WB178Q06HA,"The following questions refer to your day yesterday. Overall, are you satisfied with how you spent your time yesterday?"
814,WB178Q07HA,The following questions refer to your day yesterday. Was yesterday a typical day?
815,PA001Q01TA,Who will complete this questionnaire? Mother or other female guardian
816,PA001Q02TA,Who will complete this questionnaire? Father or other male guardian
817,PA001Q03TA,Who will complete this questionnaire? Other
818,PA003Q01TA,How often someone in home does? Discuss how well my child is doing at school
819,PA003Q02TA,How often someone in home does? Eat [the main meal] with my child around a table
820,PA003Q03TA,How often someone in home does? Spend time just talking to my child
821,PA003Q05IA,How often someone in home does? Discuss political or social issues with my child
822,PA003Q18WA,How often someone in home does? Help my child with his/her mathematics homework
823,PA003Q19WA,"How often someone in home does? Obtain mathematics materials (e.g. applications, software, study guides etc.) for my child"
824,PA003Q20WA,How often someone in home does? Discuss with my child how mathematics can be applied in everyday life
825,PA003Q11JA,How often someone in home does? Talk to my child about the importance of [completing ISCED 3]
826,PA003Q12JA,How often: someone in home does? Talk to my child about any problems he/she may have at school
827,PA003Q13JA,How often someone in home does? Ask my child about how he/she is getting along with other students at school
828,PA003Q14JA,How often someone in home does? Encourage my child to get good [marks]
829,PA003Q15JA,How often someone in home does? Take an interest in what my child is learning at school
830,PA003Q16JA,How often someone in home does? Talk to my child about his/her future education
831,PA003Q17JA,How often someone in home does? Ask my child what he/she did in school that day
832,PA196Q01WA,Agree/disagree: It is important to have good mathematics knowledge and skills in order to get any good job in today's world.
833,PA196Q02WA,Agree/disagree: Employers generally appreciate strong mathematics knowledge and skills among their employees.
834,PA196Q03WA,Agree/disagree: Most jobs today require some mathematics knowledge and skills.
835,PA196Q04WA,Agree/disagree: It is an advantage in the job market to have good mathematics knowledge and skills.
836,PA197Q01WA,Please answer: Does anybody in your family (including you) work in a [mathematics-related career]?
837,PA197Q02WA,Please answer: Does your child show an interest in working in a [mathematics-related career]?
838,PA197Q03WA,Please answer: Do you expect your child will go into a [mathematics-related career]?
839,PA197Q04WA,Please answer: Has your child shown interest in studying mathematics after completing [secondary school]?
840,PA197Q05WA,Please answer: Do you expect your child will study mathematics after completing [secondary school]?
841,PA008Q01TA,"Last year, have you? Discussed my child’s behaviour with a teacher on my own initiative."
842,PA008Q02TA,"Last year, have you? Discussed my child’s behaviour on the initiative of one of his/her teachers."
843,PA008Q03TA,"Last year, have you? Discussed my child’s progress with a teacher on my own initiative."
844,PA008Q04TA,"Last year, have you? Discussed my child’s progress on the initiative of one of their teachers."
845,PA008Q05TA,"Last year, have you? Participated in local school government, e.g. parent council or school management committee."
846,PA008Q06NA,"Last year, have you? Volunteered in physical or extra-curricular activities (e.g. building maintenance, carpentry, gardening or yard work, school play, sports, field trip)"
847,PA008Q07NA,"Last year, have you? Volunteered to support school activities (volunteered in the school library, media centre, or canteen, assisted a teacher, appeared as a guest speaker)"
848,PA008Q08NA,"Last year, have you? Attended a scheduled meeting or conferences for parents."
849,PA008Q09NA,"Last year, have you? Talked about how to support learning at home and homework with my child’s teachers."
850,PA008Q10NA,"Last year, have you? Exchanged ideas on parenting, family support, or the child’s development with my child’s teachers."
851,PA009Q01NA,"Last year, was your participation at child’s school hindered by? The meeting times were inconvenient."
852,PA009Q02NA,"Last year, was your participation at child’s school hindered by? I was not able to get off from work."
853,PA009Q03NA,"Last year, was your participation at child’s school hindered by? I had no one to take care of my child/ children."
854,PA009Q04NA,"Last year, was your participation at child’s school hindered by? The way to school is unsafe."
855,PA009Q05NA,"Last year, was your participation at child’s school hindered by? I had problems with transportation."
856,PA009Q06NA,"Last year, was your participation at child’s school hindered by? I felt unwelcome at my child’s school."
857,PA009Q07NA,"Last year, was your participation at child’s school hindered by? I feel generally awkward in a school."
858,PA009Q08NA,"Last year, was your participation at child’s school hindered by? My [language skills] were not sufficient."
859,PA009Q09NA,"Last year, was your participation at child’s school hindered by? I think participation is not relevant for my child’s development."
860,PA009Q10NA,"Last year, was your participation at child’s school hindered by? I do not know how I could participate in school activities."
861,PA009Q11NA,"Last year, was your participation at child’s school hindered by? My child does not want me to participate."
862,PA007Q01TA,Agree/disagree? Most of my child’s school teachers seem competent and dedicated.
863,PA007Q02TA,Agree/disagree? Standards of achievement are high in my child’s school.
864,PA007Q03TA,Agree/disagree? I am happy with the content taught and the instructional methods used in my child’s school.
865,PA007Q04TA,Agree/disagree? I am satisfied with the disciplinary atmosphere in my child’s school.
866,PA007Q05TA,Agree/disagree? My child’s progress is carefully monitored by the school.
867,PA007Q06TA,Agree/disagree? My child’s school provides regular and useful information on my child’s progress.
868,PA007Q07TA,Agree/disagree? My child’s school does a good job in educating students.
869,PA007Q09NA,Agree/disagree? My child’s school provides an inviting atmosphere for parents to get involved.
870,PA007Q11NA,Agree/disagree? My child’s school provides effective communication between the school and families.
871,PA007Q12NA,Agree/disagree? My child’s school involves parents in the school’s decision-making process.
872,PA007Q13NA,"Agree/disagree? My child’s school offers parent education (e.g. [courses on family literacy]) or family support programmes (e.g. [to assist with health, nutrition])."
873,PA007Q14NA,Agree/disagree? My child’s school informs families about how to help students with homework and other school-related activities.
874,PA007Q15NA,Agree/disagree? My child’s school cooperates with [community services] to strengthen school programmes and student development.
875,PA005Q01TA,Which of the following statements best describes the schooling available to students in your location?
876,PA006Q01TA,"When choosing school, how important: The school is at a short distance to home."
877,PA006Q02TA,"When choosing school, how important: The school has a good reputation."
878,PA006Q03TA,"When choosing school, how important: The school offers particular courses or school subjects."
879,PA006Q04TA,"When choosing school, how important: The school adheres to a particular [religious philosophy]."
880,PA006Q05TA,"When choosing school, how important: The school has a particular approach to [pedagogy/didactics, e.g. example]."
881,PA006Q06TA,"When choosing school, how important: Other family members attended the school."
882,PA006Q07TA,"When choosing school, how important: Expenses are low (e.g. tuition, books, room and board)."
883,PA006Q08TA,"When choosing school, how important: The school has financial aid available, such as a school loan, scholarship, or grant."
884,PA006Q09TA,"When choosing school, how important: The school has an active and pleasant school climate."
885,PA006Q10TA,"When choosing school, how important: The academic achievements of students in the school are high."
886,PA006Q11TA,"When choosing school, how important: There is a safe school environment."
887,PA006Q12HA,"When choosing school, how important: The school has an international student body."
888,PA006Q13HA,"When choosing school, how important: The school offers exchange programmes with schools in other countries."
889,PA006Q14HA,"When choosing school, how important: The school has a focus on foreign language instruction."
890,PA166Q01HA,"How many languages, including the language(s) you speak at home, do you speak well enough to converse with others?"
891,PA167Q02HA,Agree/disagree: Immigrant children should have the same opportunities for education that other children in the country have.
892,PA167Q03HA,Agree/disagree: Immigrants who live in a country for several years should have the opportunity to vote in elections.
893,PA167Q04HA,Agree/disagree: Immigrants should have the opportunity to continue their own customs and lifestyle.
894,PA167Q05HA,Agree/disagree: Immigrants should have all the same rights that everyone else in the country has.
895,PA183Q01JA,Which qualification do you expect your child to complete? [ISCED level 2]
896,PA183Q02JA,Which qualification do you expect your child to complete? [ISCED level 3.3]
897,PA183Q03JA,Which qualification do you expect your child to complete? [ISCED level 3.4]
898,PA183Q04JA,Which qualification do you expect your child to complete? [ISCED level 4]
899,PA183Q05JA,Which qualification do you expect your child to complete? [ISCED level 5]
900,PA183Q06JA,Which qualification do you expect your child to complete? [ISCED level 6]
901,PA183Q07JA,Which qualification do you expect your child to complete? [ISCED level 7]
902,PA183Q08JA,Which qualification do you expect your child to complete? [ISCED level 8]
903,PA018Q01NA,"Prior to [grade 1 in ISCED 1], did child attend: Supervision and care (e.g. [national examples])"
904,PA018Q02NA,"Prior to [grade 1 in ISCED 1], did child attend: Early childhood educational development (e.g. [national examples])"
905,PA018Q03NA,"Prior to [grade 1 in ISCED 1], did child attend: Pre-primary education (e.g. [national examples])"
906,PA177Q01HA,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Up to age 1"
907,PA177Q02HA,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 1"
908,PA177Q03HA,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 2"
909,PA177Q04HA,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 3"
910,PA177Q05HA,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 4"
911,PA177Q06HA,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 5"
912,PA177Q07HA,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 6"
913,PA177Q08HA,"Prior to [grade 1 in ISCED 1], ages child attended [early childhood education and care arrangement]: Age 7"
914,PA180Q01HA,What was the most important reason why your child attended an [early childhood education and care arrangement]?
915,PA182Q01HA,How many hours per week did your child attend a [early childhood education and care arrangement] at age of three years?
916,PA175Q01HA,"During [ISCED 1], did child attend: [Enrichment lessons] in [test language]"
917,PA175Q02HA,"During [ISCED 1], did child attend: [Remedial lessons] in [test language]"
918,PA175Q03JA,"During [ISCED 1], did child attend: [Enrichment lessons] in mathematics"
919,PA175Q04JA,"During [ISCED 1], did child attend: [Remedial lessons] in mathematics"
920,PA185Q01JA,"Agree/disagree: In our family, we encourage participating in extracurricular activities that require creativity."
921,PA185Q02JA,"Agree/disagree: At home, we are open to new ideas."
922,PA185Q03JA,"Agree/disagree: At home, we encourage trying new things"
923,PA185Q04JA,"Agree/disagree: At home, we encourage being imaginative."
924,PA185Q05JA,Agree/disagree: Discussions we have at home help with developing new ideas.
925,PA185Q07JA,"Agree/disagree: At home, we create works of art together (e.g. paintings, sculptures)."
926,PA185Q08JA,"Agree/disagree: At home, we discuss the books we are reading."
927,PA185Q09JA,"Agree/disagree: At home, we try to fix things that are broken."
928,PA185Q10JA,"Agree/disagree: At home, we discuss different solutions to social problems (e.g. unemployment, pollution)."
929,PA186Q01JA,"Out of school, how often child does: Art classes/activities (e.g. painting, drawing)"
930,PA186Q02JA,"Out of school, how often child does: Creative writing classes/activities"
931,PA186Q03JA,"Out of school, how often child does: Music classes/activities (e.g. chorus, band)"
932,PA186Q04JA,"Out of school, how often child does: Debate [club]"
933,PA186Q05JA,"Out of school, how often child does: Dramatics, theatre class/activities"
934,PA186Q06JA,"Out of school, how often child does: Publications (e.g. newspaper, [yearbooks], literary magazine)"
935,PA186Q07JA,"Out of school, how often child does: Science [club]"
936,PA186Q08JA,"Out of school, how often child does: Computer programming classes/activities"
937,PA187Q04JA,"Agree/disagree: Creativity can only be expressed through the arts (e.g. drawing, music, writing)."
938,PA187Q06JA,Agree/disagree: It is possible to be creative in nearly any subject.
939,PA188Q01JA,Agree/disagree: I am very creative.
940,PA188Q02JA,Agree/disagree: I enjoy projects that require creative solutions.
941,PA188Q03JA,Agree/disagree: I enjoy solving complex problems
942,PA188Q04JA,Agree/disagree: I enjoy learning new things.
943,PA188Q05JA,Agree/disagree: I enjoy artistic activities.
944,PA188Q06JA,Agree/disagree: I express myself through art.
945,PA188Q08JA,Agree/disagree: I have difficulty using my imagination.
946,PA188Q09JA,Agree/disagree: I have a good imagination.
947,PA188Q10JA,Agree/disagree: I like to be spontaneous
948,PA189Q01JA,Agree/disagree: My child is very creative.
949,PA189Q02JA,Agree/disagree: My child enjoys projects that require creative solutions.
950,PA189Q03JA,Agree/disagree: My child enjoys solving complex problems.
951,PA189Q04JA,Agree/disagree: My child enjoys learning new things.
952,PA189Q05JA,Agree/disagree: My child enjoys artistic activities.
953,PA189Q06JA,Agree/disagree: My child expresses him/herself through art.
954,PA189Q09JA,Agree/disagree: My child has a good imagination
955,PA189Q10JA,Agree/disagree: My child likes to be spontaneous.
956,PA194Q01JA,How many [digital devices] with screens are there in your home?
957,PA195Q01JA,How many books are there in your home?
958,PA041Q01TA,"In the last twelve months, about how much would you have paid to educational providers for services?"
959,PA042Q01TA,What is your annual household income?
960,EFFORT1,How much effort did you put into this test? (after cognitive assessment)
961,EFFORT2,How much effort would you have invested? (after cognitive assessment)
962,OCOD1,ISCO-08 Occupation code - Mother
963,OCOD2,ISCO-08 Occupation code - Father
964,OCOD3,ISCO-08 Occupation code - Self
965,PROGN,Unique national study programme code
966,AGE,Students' age
967,GRADE,Grade compared to modal grade in country
968,ISCEDP,Levels of education programmes (ISCED 2011)
969,IMMIG,Index on immigrant background (OECD definition)
970,COBN_S,Student's county of birth
971,COBN_M,Student mother's country of birth
972,COBN_F,Student father's country of birth
973,LANGN,Language spoken at home
974,REPEAT,Grade repetition
975,MISSSC,Missing school for more than 3 months
976,SKIPPING,Skipping classes or days of school
977,TARDYSD,Arriving late for school stricter definition
978,EXERPRAC,Exercise or practice a sport before or after school
979,STUDYHMW,Studying for school or homework before or after school
980,WORKPAY,Working for pay before or after school
981,WORKHOME,Working in household/take care of family members before or after school
982,EXPECEDU,Highest expected educational level
983,MATHPREF,Preference of Math over other core subjects
984,MATHEASE,Perception of Mathematics as easier than other subjects
985,MATHMOT,Motivation to do well in mathematics
986,DURECEC,Duration in early childhood education and care
987,BSMJ,Expected occupation status (free response)- 4 digits
988,SISCO,Clear idea about future job
989,RELATST,Quality of student-teacher relationships (WLE)
990,BELONG,Sense of belonging (WLE)
991,BULLIED,Being bullied (WLE)
992,FEELSAFE,Feeling safe (WLE)
993,SCHRISK,School safety risks (WLE)
994,PERSEVAGR,Perseverance (agreement) (WLE)
995,CURIOAGR,Curiosity (agreement) (WLE)
996,COOPAGR,Cooperation (agreement) (WLE)
997,EMPATAGR,Empathy (agreement) (WLE)
998,ASSERAGR,Assertiveness (agreement) (WLE)
999,STRESAGR,Stress resistance (agreement) (WLE)
1000,EMOCOAGR,Emotional control (agreement) (WLE)
1001,GROSAGR,Growth Mindset (WLE)
1002,INFOSEEK,Information seeking about future careers (WLE)
1003,FAMSUP,Family support (WLE)
1004,DISCLIM,Disciplinary climate in mathematics (WLE)
1005,TEACHSUP,Mathematics Teacher Support (WLE)
1006,COGACRCO,Cognitive activation in mathematics: Foster reasoning Version B (WLE)
1007,COGACMCO,Cognitive activation in mathematics: Encourage mathematical thinking Version B (WLE)
1008,EXPOFA,Exposure to Formal and Applied Mathematics Tasks (WLE)
1009,EXPO21ST,Exposure to Mathematical Reasoning and 21st century mathematics tasks (WLE)
1010,MATHEFF,Mathematics self-efficacy: formal and applied mathematics - response options reversed in 2022 (WLE)
1011,MATHEF21,Mathematics self-efficacy: mathematical reasoning and 21st century skills (WLE)
1012,FAMCON,Subjective familiarity with mathematics concepts (WLE)
1013,ANXMAT,Mathematics Anxiety (WLE)
1014,MATHPERS,Effort and Persistence in Mathematics  (WLE)
1015,CREATEFF,Creative self-efficacy (WLE)
1016,CREATSCH,Creative school and class environment (WLE)
1017,CREATFAM,Creative peers and family environment (WLE)
1018,CREATAS,Creative Activities at school (WLE)
1019,CREATOOS,Creative Activities outside of school (WLE)
1020,CREATOP,Creativity and Openness to Intellect TBD (WLE)
1021,OPENART,Openness to Art and Reflection TBD (WLE)
1022,IMAGINE,Imagination and Adventurousness TBD (WLE)
1023,SCHSUST,School actions/activities to sustain learning  (WLE)
1024,LEARRES,Types of learning resources used while school was closed (WLE)
1025,PROBSELF,Problems with self-directed learning (WLE)
1026,FAMSUPSL,Family support for self-directed learning (WLE)
1027,FEELLAH,Feelings about learning at home (WLE)
1028,SDLEFF,Self-directed learning self-efficacy (WLE)
1029,MISCED,Mother’s level of education (ISCED)
1030,FISCED,Father’s level of education (ISCED)
1031,HISCED,Highest level of education of parents (ISCED)
1032,PAREDINT,Index highest parental education (international years of schooling scale)
1033,BMMJ1,Mother’s occupational status (ISEI) based on 4-digit human coded ISCO
1034,BFMJ2,Father’s occupational status (ISEI) based on 4-digit human coded ISCO
1035,HISEI,Highest parental occupational status (ISEI) based on 4-digit human coded ISCO
1036,ICTRES,ICT Resources (WLE)
1037,HOMEPOS,Home possessions (WLE)
1038,ESCS,"Index of economic, social and cultural status"
1039,FCFMLRTY,Familiarity with concepts of finance
1040,FLSCHOOL,Financial education in school lessons (WLE)
1041,FLMULTSB,"Financial education in school lessons, multiple subjects (WLE)"
1042,FLFAMILY,Parental involvement in matters of FL (WLE)
1043,ACCESSFP,"Access to money and financial products, sources of money (WLE)"
1044,FLCONFIN,Confidence about financial matters (WLE)
1045,FLCONICT,Confidence about financial matters using digital devices (WLE)
1046,ACCESSFA,"Access to money and financial products, financial activities (WLE)"
1047,ATTCONFM,Attitudes towards and confidence about financial matters (WLE)
1048,FRINFLFM,Friends’ influence on financial matters (WLE)
1049,ICTSCH,ICT availability at school  (WLE)
1050,ICTAVSCH,Availability and Usage of ICT at School
1051,ICTHOME,ICT availability outside of school  (WLE)
1052,ICTAVHOM,Availability and Usage of ICT at Home
1053,ICTQUAL,Quality of access to ICT (WLE)
1054,ICTSUBJ,Subject-related ICT Use During Lessons (WLE)
1055,ICTENQ,Use of ICT in enquiry-based learning activities (WLE)
1056,ICTFEED,Support or feedback via ICT  (WLE)
1057,ICTOUT,Use of ICT for school activities outside of the classroom (WLE)
1058,ICTWKDY,Frequency of ICT activity (weekday) (WLE)
1059,ICTWKEND,Frequency of ICT activity (weekend) (WLE)
1060,ICTREG,Views of regulated ICT use in school (WLE)
1061,ICTINFO,Students’ practices regarding online information (WLE)
1062,ICTDISTR,Distress from online content and cyberbullying
1063,ICTEFFIC,Self-efficacy in digital competencies (WLE)
1064,STUBMI,Body Mass Index (BMI)
1065,BODYIMA,Body Image (WLE)
1066,SOCONPA,Social connection to Parents (WLE)
1067,LIFESAT,Students' Life Satisfaction across Domains (WLE)
1068,PSYCHSYM,Psychosomatic Symptoms (WLE)
1069,SOCCON,Social Connections: Ease of Communication About Worries and Concerns (WLE)
1070,EXPWB,Experienced Well-being (Previous Day) (WLE)
1071,CURSUPP,Current Parental/guardian Support (WLE)
1072,PQMIMP,Parent Attitudes Toward Mathematics (WLE)
1073,PQMCAR,Mathematics Career (WLE)
1074,PARINVOL,Parental Involvement (WLE)
1075,PQSCHOOL,School quality (WLE)
1076,PASCHPOL,School Policies for Parental Involvement  (WLE)
1077,ATTIMMP,Parents' Attitudes towards Immigrants (WLE)
1078,PAREXPT,Parent’s expectations in child’s career
1079,CREATHME,Creative Home Environment (WLE)
1080,CREATACT,Participation in creative activities outside of school (WLE)
1081,CREATOPN,Creativity and Openness to Intellect (WLE)
1082,CREATOR,Openness to creativity: Other’s report (WLE)
1083,W_FSTUWT,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
1084,W_FSTURWT1,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 1
1085,W_FSTURWT2,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 2
1086,W_FSTURWT3,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 3
1087,W_FSTURWT4,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 4
1088,W_FSTURWT5,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 5
1089,W_FSTURWT6,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 6
1090,W_FSTURWT7,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 7
1091,W_FSTURWT8,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 8
1092,W_FSTURWT9,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 9
1093,W_FSTURWT10,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 10
1094,W_FSTURWT11,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 11
1095,W_FSTURWT12,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 12
1096,W_FSTURWT13,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 13
1097,W_FSTURWT14,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 14
1098,W_FSTURWT15,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 15
1099,W_FSTURWT16,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 16
1100,W_FSTURWT17,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 17
1101,W_FSTURWT18,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 18
1102,W_FSTURWT19,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 19
1103,W_FSTURWT20,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 20
1104,W_FSTURWT21,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 21
1105,W_FSTURWT22,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 22
1106,W_FSTURWT23,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 23
1107,W_FSTURWT24,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 24
1108,W_FSTURWT25,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 25
1109,W_FSTURWT26,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 26
1110,W_FSTURWT27,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 27
1111,W_FSTURWT28,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 28
1112,W_FSTURWT29,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 29
1113,W_FSTURWT30,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 30
1114,W_FSTURWT31,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 31
1115,W_FSTURWT32,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 32
1116,W_FSTURWT33,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 33
